1,29.6,18,21.2,30,120,5.8,43.4,34.2,16.1
2,29.4,18,21.2,30,240,5.9,42,34.1,16.9
3,29.4,19,21.2,30,660,6.1,66.5,38.9,16.2
4,29.7,19,21.2,30,600,5.9,69.9,39.6,15.5
5,30.2,18,21.2,30,360,5.5,69.6,38.3,15.1
6,30.4,18,21.2,30,120,5.3,59.3,36.6,14.9
7,30.3,17,21.2,30,120,5.5,50.2,36,15.3
8,30,17,21.2,30,60,5.7,44.1,35.5,16
9,29.7,17,21.2,30,240,5.9,40.3,35.1,16.8
10,29.6,18,21.1,30,600,6.1,66.3,39.2,16.3
11,29.9,18,21.2,30,600,5.9,70.1,39.7,15.8
12,30.4,17,21.2,30,540,5.6,70.8,39.3,15.3
13,30.6,17,21.2,30,60,5.3,61.7,36.8,15
14,30.5,17,21.2,30,120,5.6,51.9,36.1,15.3
15,30.3,17,21.2,30,120,5.8,45.3,35.7,15.9
16,30,17,21.2,30,60,6.1,40.8,35.2,16.7
17,29.8,17,21.2,30,600,6,63.2,38.6,16.7
18,30,18,21.1,30,600,5.6,69.6,39.8,15.9
19,30.4,17,21.1,30,660,5.3,70.8,39.6,15.4
20,30.7,17,21.2,30,120,5.3,65.1,37.1,15.1
21,30.7,17,21.2,30,60,5.3,54.5,36.4,15.2
22,30.5,17,21.2,30,120,5.6,46.9,35.8,15.8
23,30.1,17,21.2,30,60,6.1,41.9,35.4,16.5
24,29.9,17,21.2,30,480,6.1,56.9,37.6,16.9
25,30,17,21.1,30,600,6.1,69.1,39.8,16.1
26,30.3,17,21.1,30,600,5.4,70.8,39.8,15.6
27,30.7,17,21.2,30,300,5.4,68.2,37.6,15.1
28,30.8,17,21.2,30,60,5.3,57.1,36.6,15.1
29,30.6,17,21.2,30,120,5.5,48.7,36,15.6
30,30.4,17,21.2,30,60,5.8,43.1,35.4,16.4
31,30,17,21.1,30,360,5.9,47.2,36.2,17.1
