1,30.6,20,21.5,35,120,6,43.9,35.3,16.6
2,30.3,21,21.5,35,180,6.2,49.8,35.9,17.3
3,30.3,21,21.5,35,660,5.9,68.8,40.1,16.4
4,30.7,21,21.5,35,600,5.6,71.4,40.4,15.8
5,31.1,21,21.6,35,540,5.4,71.3,39.4,15.4
6,31.3,20,21.6,36,120,5.5,60.8,37.6,15.3
7,31.3,20,21.6,35,60,5.8,51.6,36.9,15.6
8,31.1,20,21.6,35,120,5.9,45.3,36.4,16.5
9,30.8,20,21.5,36,120,6.1,41.4,36.1,17.3
10,30.7,21,21.5,36,600,6.1,67.6,40.2,16.8
11,30.9,21,21.5,36,660,5.8,71.6,40.9,16.1
12,31.4,21,21.5,36,600,5.4,72.4,40.8,15.8
13,31.7,20,21.5,36,180,5.4,65.9,38.3,15.4
14,31.7,20,21.6,36,120,5.7,54.9,37.6,15.6
15,31.5,20,21.5,36,120,5.9,47.6,36.9,16.3
16,31.2,20,21.5,36,60,6.1,42.8,36.4,17.1
17,31,21,21.5,36,420,6.1,62.8,39.4,17.3
18,31.1,21,21.5,37,660,5.9,71,40.9,16.4
19,31.4,21,21.5,36,600,5.5,72.3,40.7,16
20,31.9,21,21.6,36,420,5.3,70.4,38.9,15.6
21,31.9,20,21.6,36,120,5.6,59,37.8,15.4
22,31.8,20,21.6,36,60,5.8,50.4,37.1,15.9
23,31.5,20,21.7,36,120,6,44.5,36.6,16.8
24,31.2,20,21.7,36,180,6.2,48.9,37.4,17.4
25,31.1,21,21.7,36,660,6,69.5,40.7,16.8
26,31.4,21,21.7,36,600,5.7,72.2,40.9,16.1
27,31.8,21,21.7,36,660,5.4,72.9,40.8,15.8
28,32,20,21.7,36,120,5.5,64.1,38.1,15.4
29,32,20,21.8,36,60,5.7,53.9,37.4,15.8
30,31.7,20,21.7,36,120,5.9,46.9,36.9,16.4
31,31.4,20,21.7,36,120,6.1,42.3,36.4,17.3
