1,31.4,23,22.6,38,540,6.2,59.1,38.1,17.7
2,31.4,23,22.6,39,600,6.1,70.4,40.3,16.8
3,32,23,22.6,40,660,5.8,72.1,40.3,16.2
4,32.3,23,22.6,40,300,5.4,71.7,39.1,15.8
5,32.3,23,22.7,40,120,5.4,61.7,37.4,15.6
6,32.1,23,22.6,40,60,5.7,52.5,37,16.1
7,31.7,23,22.6,40,120,5.8,46.4,36.6,16.9
8,31.7,23,22.5,40,300,6.1,43.4,36.3,17.8
9,31.6,23,22.5,41,600,6.1,68.3,39.8,17.2
10,32,24,22.5,40,660,5.9,71.6,40.1,16.4
11,32,24,22.6,41,540,5.6,72.3,39.8,15.9
12,32.3,23,22.6,41,120,5.4,66.9,37.5,15.6
13,32.3,23,22.6,40,120,5.6,55.8,36.8,15.7
14,32,23,22.6,40,60,5.8,48.1,36.4,16.4
15,31.7,23,22.6,40,120,5.9,43,36.1,17.3
16,31.7,23,22.5,40,540,6.1,60.8,39.4,17.5
17,31.9,23,22.5,40,660,6.1,71.6,42.3,16.8
18,32.4,22,22.5,40,600,5.8,73.5,42.6,16.4
19,32.8,22,22.6,40,480,5.5,74.3,42.7,16.2
20,32.9,21,22.6,40,120,5.4,66.4,40.3,16
21,32.7,21,22.6,40,120,5.6,55.8,39.6,16.3
22,32.4,21,22.5,39,60,5.8,48.5,39,16.9
23,32.4,21,22.5,39,180,6,43.7,38.4,17.8
24,32.1,22,22.5,39,660,6.3,67.5,41.8,17.6
25,32.5,23,22.5,40,600,6.1,73.4,43,17.1
26,32.5,23,22.5,40,660,5.8,74.6,42.9,16.8
27,33.4,22,22.5,40,480,5.6,75.2,43,16.5
28,33.4,22,22.6,40,120,5.4,67.5,40.6,16.3
29,33.4,22,22.5,40,120,5.7,56.6,39.9,16.5
30,32.9,22,22.5,40,60,5.9,49.1,39.3,17.2
31,32.6,22,22.5,40,300,6.1,44.3,38.9,18
