1,30.8,17,21.9,29,120,6.1,43.9,37.3,16.6
2,30.7,17,21.9,29,240,6.1,57.9,39.3,17.1
3,30.9,17,21.9,29,660,5.9,70.4,41.8,16.4
4,31.5,17,21.9,29,600,5.5,72.4,41.9,16.1
5,31.9,16,21.9,29,540,5.4,71.8,40.8,15.8
6,31.9,16,21.9,29,120,5.6,60.8,39.2,15.6
7,31.7,16,21.9,29,120,5.8,51.6,38.6,16
8,31.4,16,21.9,29,60,6,45.4,38,16.8
9,31.1,17,21.9,29,180,6.1,51.4,38.8,17.4
10,31.4,17,21.9,29,660,6.1,70.3,42,16.8
11,31.8,17,21.9,29,600,5.6,72.9,42.4,16.4
12,32.3,16,21.9,29,660,5.4,73.6,42.3,16
13,32.4,16,22,29,120,5.5,63.9,39.9,15.8
14,32.2,16,22,29,120,5.8,53.8,39.1,16.1
15,31.8,16,22,29,60,5.9,46.9,38.6,16.8
16,31.5,17,22,29,120,6.1,43.4,38.3,17.6
17,31.7,17,21.9,29,600,6.1,69.4,42,17.1
18,32.1,17,22,30,600,5.8,73.1,42.6,16.6
19,32.6,17,22,30,660,5.4,74.1,42.7,16.2
20,32.8,17,22,30,240,5.5,67.3,40.3,15.8
21,32.6,17,22,30,120,5.7,56.3,39.5,16
22,32.2,17,22,30,120,5.9,48.7,38.9,16.6
23,31.9,17,22,30,60,6.2,43.6,38.4,17.4
24,31.9,17,22,31,480,6.1,68,41.8,17.3
25,32.3,18,22,31,660,5.8,73.3,42.8,16.7
26,32.8,17,22,31,660,5.8,74.4,42.9,16.4
27,33.1,17,22,31,420,5.4,70.8,40.9,16
28,32.9,17,22.1,31,60,5.7,59.1,39.9,16
29,32.6,17,22.1,31,120,5.9,50.6,39.2,16.5
30,32.2,17,22,31,120,5.9,45,38.7,17.3
31,32.1,17,22,31,360,6.1,64.9,41.3,17.6
