1,31.5,16,22.4,28,600,6.1,71.1,39.4,16.1
2,31.8,16,22.5,28,480,5.7,71.8,39.8,15.6
3,31.9,16,22.5,27,120,5.5,62.1,37.7,15.4
4,31.7,16,22.5,27,120,5.8,52.4,37,15.8
5,31.5,16,22.4,27,60,5.9,45.9,36.6,16.6
6,31.2,16,22.4,27,240,6.1,44.3,36.6,17.5
7,31.4,16,22.4,27,600,6.3,68.8,40.7,16.9
8,31.7,16,22.4,27,660,6.1,72.1,41.2,16.3
9,32.1,16,22.4,27,600,5.8,73,41.1,15.9
10,32.3,16,22.4,27,60,5.4,64.9,38.5,15.7
11,32.1,16,22.4,27,120,5.6,54.4,37.8,16
12,31.8,16,22.4,27,120,5.9,47.3,37.3,16.8
13,31.6,16,22.4,27,120,6.1,42.8,36.9,17.7
14,31.7,16,22.3,27,660,6.3,68.6,40.8,17.3
15,32,16,22.3,27,600,6.1,72.4,41.4,16.6
16,32.4,15,22.4,27,660,5.8,73.4,41.3,16.1
17,32.6,15,22.4,27,120,5.4,66.8,38.8,15.8
18,32.4,15,22.4,27,120,5.6,55.9,38,16.1
19,32.2,15,22.4,27,60,5.9,48.4,37.5,16.8
20,31.9,15,22.4,27,120,6.1,43.4,37.1,17.7
21,31.9,16,22.3,27,660,6.3,67.8,40.8,17.5
22,32.2,16,22.3,27,600,6.1,72.6,41.6,16.7
23,32.6,15,22.4,27,660,5.8,73.6,41.4,16.3
24,32.8,15,22.4,27,180,5.4,68.9,39.1,15.9
25,32.7,15,22.4,27,120,5.6,57.6,38.3,16.1
26,32.4,15,22.4,27,120,5.8,49.5,37.6,16.7
27,32.1,15,22.3,27,60,6.1,44.1,37.3,17.6
28,32.1,15,22.3,27,600,6.3,66.6,40.6,17.6
29,32.3,15,22.3,27,660,6.1,72.6,41.6,16.8
30,32.8,15,22.3,27,600,5.8,73.8,41.5,16.3
31,32.9,15,22.3,27,300,5.4,70.3,39.3,15.9
