1,31.3,18,22.3,30,60,6.3,55,35.7,15.4
2,31,18,22.2,30,120,6.5,47.7,35.3,16.1
3,30.7,18,22.2,30,120,6.6,42.8,35.1,16.9
4,30.7,18,22.2,30,540,6.6,66,38.4,16.7
5,31,18,22.2,30,600,6.2,70.2,38.8,15.9
6,31.3,18,22.2,30,600,5.8,71.1,38.5,15.4
7,31.4,18,22.3,30,240,5.9,64.6,36.1,15.1
8,31.2,18,22.3,30,120,6.2,54.5,35.6,15.4
9,30.9,18,22.3,30,60,6.4,47.4,35.3,16.1
10,30.6,18,22.3,30,120,6.6,42.6,34.9,17
11,30.7,18,22.2,30,540,6.6,66.4,38.4,16.6
12,30.9,18,22.2,30,660,6.1,70.3,38.8,15.9
13,31.3,18,22.2,30,600,6.1,70.9,38.4,15.4
14,31.4,18,22.3,30,180,5.8,63.6,36,15.1
15,31.1,18,22.3,30,120,5.9,53.8,35.6,15.4
16,30.9,18,22.2,30,60,6.1,46.9,35.3,16.2
17,30.6,18,22.2,30,120,6.3,42.6,34.9,17
18,30.6,18,22.2,30,600,6.5,66.8,38.4,16.6
19,30.9,18,22.2,30,600,6.4,70.3,38.8,15.9
20,31.2,18,22.2,30,600,5.7,70.8,38.3,15.3
21,31.3,18,22.3,30,120,5.7,62.5,35.9,15.1
22,31.1,18,22.3,30,120,5.9,52.9,35.4,15.4
23,30.8,18,22.2,30,120,6.3,46.3,35.1,16.2
24,30.5,18,22.2,30,60,6.5,43.8,35.1,17
25,30.6,18,22.2,30,660,6.3,67.3,38.5,16.5
26,30.9,18,22.2,30,600,6.3,70.2,38.7,15.8
27,31.2,18,22.2,30,600,5.9,70.6,38.1,15.3
28,31.2,18,22.2,30,120,5.7,62,35.8,15.1
29,31,18,22.2,30,120,5.8,52.6,35.4,15.5
30,30.7,18,22.2,30,60,6.1,46.1,35.1,16.3
31,30.5,18,22.2,30,120,6.3,44.8,35.1,17.1
