1,30.4,20,21.7,34,60,5.9,42.6,34.9,16.9
2,30.2,21,21.6,34,660,6.2,62,38.3,17
3,30.4,21,21.6,34,600,6.1,70.4,40.6,16.2
4,30.9,20,21.6,34,660,5.8,71.9,40.6,15.8
5,31.3,20,21.7,34,180,5.4,69.3,38.8,15.4
6,31.3,20,21.7,34,60,5.4,57.9,37.6,15.4
7,31.2,19,21.7,34,120,5.7,49.6,37.1,16
8,30.9,20,21.7,34,120,5.9,43.9,36.6,16.8
9,30.7,20,21.6,34,480,6.1,56.2,38.4,17.3
10,30.8,20,21.6,34,660,6.1,70.2,41,16.6
11,31.2,20,21.6,34,600,5.9,72.2,41,16.2
12,31.6,20,21.6,34,420,5.5,72.8,40.9,15.9
13,31.9,19,21.7,34,120,5.3,63.4,38.3,15.6
14,31.8,19,21.7,34,60,5.5,53.4,37.6,15.9
15,31.5,19,21.7,34,120,5.8,46.5,37.1,16.7
16,31.2,19,21.7,34,240,6,42.1,36.6,17.6
17,31.1,20,21.6,34,660,6.2,67.5,40.6,17.3
18,31.3,20,21.6,34,600,6,71.9,41.3,16.6
19,31.8,20,21.7,34,600,5.7,72.9,41.1,16.2
20,32.1,19,21.7,34,180,5.4,69.6,39.1,15.8
21,32.1,19,21.7,34,120,5.4,58.1,38,15.8
22,31.9,19,21.7,34,120,5.6,49.8,37.4,16.4
23,31.6,19,21.7,34,60,5.9,44.2,36.9,17.2
24,31.3,19,21.7,34,540,6.1,58.8,39.1,17.6
25,31.4,20,21.6,34,660,6.1,71.2,41.3,16.9
26,31.7,20,21.7,34,600,5.8,72.9,41.3,16.4
27,32.2,19,21.7,34,420,5.5,73.5,41.1,16
28,32.4,19,21.7,34,120,5.3,63.9,38.5,15.8
29,32.2,19,21.7,34,60,5.5,53.7,37.8,16.1
30,32,19,21.7,34,120,5.8,46.8,37.3,16.8
31,31.6,19,21.7,34,240,6,42.3,36.8,17.6
