1,30.8,20,21.8,33,600,6.1,70.2,38.9,15.9
2,30.8,20,21.8,33,420,5.8,71,38.6,15.3
3,31.1,19,21.8,33,420,5.6,63.9,36.1,14.9
4,30.8,19,21.8,33,120,5.8,53.9,35.6,15.3
5,30.8,19,21.8,33,60,5.9,47,35.3,16
6,30.5,19,21.7,33,180,6.2,42.4,34.9,16.9
7,30.3,19,21.7,33,600,6.4,61.7,37.5,16.9
8,30.3,20,21.7,33,600,6.2,69.6,38.9,16.1
9,30.5,20,21.7,33,600,5.8,70.8,38.7,15.4
10,30.9,20,21.7,33,120,5.4,66.7,36.4,15
11,31,19,21.7,33,60,5.6,56.4,35.8,15.1
12,30.9,19,21.7,33,120,5.9,48.7,35.4,15.8
13,30.6,19,21.7,33,120,6.1,43.5,35.1,16.6
14,30.2,19,21.7,33,480,6.3,53.4,36.2,17.1
15,30.2,20,21.7,33,660,6.2,68.6,38.8,16.3
16,30.4,20,21.7,33,600,5.8,70.5,38.7,15.6
17,30.7,20,21.7,33,180,5.4,69.2,37,15.1
18,30.9,19,21.7,33,120,5.5,59.1,35.8,15
19,30.8,19,21.7,33,120,5.8,50.5,35.4,15.6
20,30.6,19,21.7,33,60,6,44.8,35.1,16.4
21,30.3,19,21.6,33,360,6.2,41.4,34.9,17.2
22,30.1,20,21.6,33,660,6.3,66.6,38.4,16.6
23,30.2,20,21.7,33,600,5.9,70.1,38.8,15.8
24,30.6,20,21.7,33,360,5.5,70.6,38.2,15.2
25,30.9,19,21.7,33,360,5.4,61.9,35.9,14.9
26,30.8,19,21.6,33,60,5.6,52.5,35.5,15.3
27,30.6,19,21.6,33,120,5.9,46,35.1,16.1
28,30.3,19,21.6,33,180,6.1,41.6,34.8,16.9
29,30.1,19,21.6,33,660,6.3,63.3,37.7,16.8
30,30.1,20,21.6,33,660,6,69.6,38.8,15.9
31,30.4,20,21.6,33,540,5.6,70.7,38.5,15.3
