1,32.5,22,22.9,39,120,5.9,63.4,37.1,15.6
2,32.3,22,22.9,39,120,6.2,53.5,36.6,15.9
3,32,22,22.8,39,60,6.4,46.8,36.3,16.8
4,31.8,23,22.8,38,360,6.6,51.8,37.2,17.6
5,32,23,22.8,39,600,6.7,70.4,41.4,16.9
6,32.4,23,22.8,39,660,6.4,73.1,41.9,16.5
7,32.8,22,22.8,39,600,6.2,73.9,42,16.2
8,33,22,22.8,39,180,5.9,69,39.8,16
9,33,22,22.8,38,120,6.1,58.1,39,16.3
10,32.7,22,22.8,38,60,6.3,50.3,38.4,17
11,32.5,22,22.8,38,120,6.4,45,37.8,17.9
12,32.5,22,22.7,38,660,6.6,68.5,41.4,17.6
13,32.8,22,22.7,38,600,6.5,73.3,42.3,17
14,33.3,22,22.8,38,660,6.2,74.4,42.3,16.7
15,33.6,21,22.8,38,420,5.9,74.1,41.6,16.4
16,33.6,21,22.8,38,120,5.9,64,39.6,16.3
17,33.5,21,22.8,38,60,6.1,54.4,38.9,16.8
18,33.2,21,22.8,38,120,6.3,47.8,38.4,17.7
19,33,22,22.8,38,360,6.5,56.9,39.6,18.3
20,33.2,22,22.8,38,660,6.6,72.2,42.3,17.6
21,33.5,21,22.8,38,600,6.3,74.3,42.4,17
22,33.9,21,22.8,38,660,6,75.1,42.4,16.7
23,34.1,20,22.8,38,180,5.8,71.3,40.5,16.4
24,34,20,22.8,38,120,5.9,60.2,39.5,16.6
25,33.7,20,22.8,38,120,6.1,51.7,38.8,17.2
26,33.4,21,22.8,38,60,6.3,46.2,38.3,18.2
27,33.3,21,22.7,38,600,6.6,67.1,41.3,18.1
28,33.6,21,22.7,38,660,6.4,73.8,42.5,17.4
29,34,21,22.7,38,600,6.1,75,42.4,16.9
30,34.3,20,22.8,38,540,5.9,75.5,42.4,16.6
31,34.3,20,22.8,38,120,5.7,67.3,40,16.4
