1,29.9,14,21.1,24,120,6.2,42.9,34.1,15.9
2,29.9,14,21.1,24,360,6.1,65.1,37.5,15.9
3,30.1,14,21.1,24,600,5.6,69,37.6,15.3
4,30.3,14,21.2,24,600,5.3,67.1,35.6,14.8
5,30.3,14,21.2,24,120,5.6,56.8,34.8,14.7
6,30.1,14,21.2,24,60,5.8,48.5,34.4,15.2
7,29.9,14,21.1,24,120,6.2,43.1,34.1,15.9
8,29.8,14,21.1,24,360,6.1,64.9,37.4,15.9
9,30.1,14,21.1,24,600,5.6,69,37.7,15.3
10,30.3,14,21.2,24,600,5.3,67.4,35.7,14.8
11,30.3,14,21.2,24,120,5.5,57,34.8,14.7
12,30.1,14,21.2,24,120,5.9,48.7,34.4,15.2
13,29.8,14,21.2,24,60,6.1,43,34.1,15.9
14,29.8,14,21.1,24,360,6.1,64.5,37.4,15.9
15,30,14,21.1,24,600,5.6,68.9,37.6,15.3
16,30.3,14,21.2,24,600,5.3,67.8,35.8,14.8
17,30.3,14,21.2,24,120,5.4,57.7,34.8,14.7
18,30.2,14,21.2,24,120,5.8,49.2,34.5,15.2
19,29.9,14,21.2,24,120,6.1,43.4,34.2,15.9
20,29.8,14,21.2,24,300,6.1,63.8,37.3,15.9
21,30,14,21.2,24,600,5.6,68.8,37.6,15.4
22,30.3,14,21.1,24,600,5.2,67.9,35.9,14.8
23,30.3,14,21.2,24,180,5.4,57.9,34.8,14.6
24,30.2,14,21.1,24,60,5.8,49.4,34.4,15.1
25,29.9,14,21.2,24,120,6.1,43.6,34.1,15.9
26,29.8,14,21.1,24,300,6.1,63.4,37.2,16
27,30,14,21.1,24,600,5.6,68.7,37.6,15.4
28,30.3,14,21.1,24,600,5.2,68.1,36,14.8
29,30.3,14,21.1,24,180,5.4,58.1,34.8,14.6
30,30.1,14,21.1,24,60,5.7,49.6,34.5,15.1
31,29.9,14,21.1,24,120,6.1,43.7,34.2,15.8
