1,30.2,18,22.1,29,360,6.3,60.5,37.1,16.9
2,30.4,18,22.1,29,660,5.9,69.3,38.6,16
3,30.8,18,22.1,29,600,5.9,70.6,38.4,15.4
4,31,17,22.1,29,360,5.6,66.8,36.1,15
5,30.9,17,22.1,29,120,5.8,56.4,35.3,15.1
6,30.6,17,22.1,29,60,5.8,48.5,34.9,15.8
7,30.3,17,22,29,120,6,43.3,34.7,16.7
8,30.2,18,22,29,360,6.2,61.1,37.2,16.9
9,30.4,18,22,29,660,6.3,69.3,38.6,16
10,30.8,18,22,29,600,5.6,70.6,38.4,15.4
11,31,17,22.1,29,360,5.5,66.7,36.1,15
12,30.9,17,22.1,29,120,5.8,56.3,35.4,15.1
13,30.6,17,22.1,29,120,6,48.6,35,15.8
14,30.3,17,22.1,29,60,6.3,43.3,34.8,16.6
15,30.2,18,22.1,29,360,6.3,60.8,37.1,16.9
16,30.4,18,22,29,660,6.3,69.3,38.6,16.1
17,30.8,18,22.1,29,600,5.6,70.6,38.4,15.4
18,31,17,22.1,29,360,5.6,66.6,36.1,15
19,30.9,17,22.1,29,120,5.5,56.3,35.5,15.2
20,30.6,17,22.1,29,120,5.8,48.6,35.1,15.8
21,30.3,17,22.1,29,60,6,43.3,34.8,16.6
22,30.2,18,22,29,360,6.3,61.4,37.3,16.9
23,30.4,18,22,29,660,6.3,69.4,38.7,16
24,30.8,17,22,29,600,5.9,70.6,38.4,15.4
25,31,17,22.1,29,360,5.5,66.4,36.1,15.1
26,30.9,17,22.1,29,120,5.5,56.1,35.5,15.3
27,30.6,17,22.1,29,120,5.8,48.4,35.1,15.9
28,30.4,17,22.1,29,60,6,43.3,34.8,16.7
29,30.3,18,22,29,360,6.2,61.4,37.3,16.9
30,30.5,18,22,29,660,6.2,69.4,38.7,16.1
31,30.9,17,22.1,29,600,5.9,70.6,38.4,15.4
