1,29.9,13,21.4,23,120,5.9,43.6,34.3,16.2
2,29.5,14,21.4,23,300,6.1,41.9,34.3,17
3,29.5,14,21.4,23,600,6.1,65.9,37.8,16.3
4,29.8,14,21.4,23,660,5.7,68.9,38,15.5
5,30.2,13,21.4,23,300,5.3,68,36.3,14.9
6,30.3,13,21.5,23,60,5.4,58.2,35.1,14.8
7,30.1,13,21.4,23,120,5.7,49.7,34.7,15.3
8,29.8,13,21.4,23,120,5.9,43.9,34.3,16.1
9,29.6,13,21.4,23,240,6.1,40.7,34.1,17
10,29.5,14,21.4,23,660,6.1,65.5,37.8,16.4
11,29.8,14,21.4,23,600,5.8,68.9,38.1,15.6
12,30.2,13,21.4,23,300,5.3,68.3,36.4,14.9
13,30.3,13,21.4,23,120,5.4,58.6,35.1,14.8
14,30.1,13,21.4,23,120,5.6,50,34.7,15.3
15,29.8,13,21.4,23,60,5.8,44.1,34.4,16.1
16,29.6,14,21.4,23,120,6.1,40.2,34.1,16.9
17,29.3,14,21.3,23,120,6.3,37.6,33.8,17.7
18,29,14,21.3,23,60,6.6,35.7,33.5,18.4
19,28.7,14,21.3,23,120,6.8,34.4,33.3,18.9
20,28.5,14,21.3,23,120,7.1,33.4,33,19.5
21,28.3,14,21.2,23,60,7.3,32.7,32.7,19.9
22,28.1,15,21.2,23,120,7.4,32.1,32.4,20.3
23,27.9,15,21.2,23,120,7.7,31.7,32.2,20.7
24,27.7,15,21.2,23,60,7.9,31.3,32.1,20.9
25,27.5,15,21.2,23,120,8.1,31,31.8,21.2
26,27.3,15,21.2,23,60,8.3,30.8,31.4,21.4
27,27.2,15,21.2,23,420,8.5,43.9,32.8,21.3
28,27.3,16,21.1,23,660,8.1,63.8,37.5,19.3
29,27.8,15,21.2,23,600,7.6,67,37.9,17.9
30,28.4,15,21.2,23,660,7.1,68.1,37.8,16.9
31,29,14,21.3,23,600,6.6,68.6,37.7,16.1
