1,30.6,21,21.1,36,240,5.3,64.3,36,14.8
2,30.5,20,21.1,36,60,5.5,53.6,35.4,15
3,30.4,21,21.1,36,120,5.8,46.4,34.9,15.6
4,30.1,21,21.1,36,120,5.9,41.6,34.4,16.4
5,29.9,21,21.1,36,300,6.1,55.8,37.1,16.9
6,29.9,21,21.1,36,600,5.8,69.3,40.7,16.1
7,30.3,21,21.1,36,660,5.4,71.5,41,15.7
8,30.8,21,21.1,36,480,5.2,71.4,40.1,15.4
9,31.1,20,21.1,36,120,5.4,60.6,38.3,15.3
10,31,20,21.1,36,120,5.6,51.3,37.6,15.8
11,30.8,20,21.1,36,60,5.8,45.1,37.1,16.5
12,30.5,20,21.1,36,120,6.1,41,36.6,17.3
13,30.3,20,21.1,36,600,6,67.1,40.7,16.9
14,30.6,21,21.1,36,600,5.7,71.7,41.4,16.3
15,31,20,21.1,36,660,5.4,72.8,41.4,16
16,31.5,20,21.1,36,360,5.3,69.8,39.6,15.6
17,31.6,20,21.2,36,120,5.4,58.2,38.5,15.6
18,31.5,20,21.2,36,120,5.6,49.8,37.9,16.1
19,31.2,20,21.2,36,60,5.9,44.2,37.4,16.9
20,30.9,20,21.1,36,180,6.1,49.4,38.1,17.6
21,30.8,21,21.1,36,660,5.9,69.9,41.4,16.9
22,31.1,21,21.1,36,660,5.6,72.6,41.6,16.4
23,31.6,20,21.1,36,600,5.3,73.4,41.6,16.1
24,32,20,21.2,36,300,5.3,67.6,39.3,15.7
25,32,20,21.2,36,60,5.5,56.5,38.4,15.9
26,31.8,19,21.2,36,120,5.7,48.8,37.9,16.5
27,31.5,19,21.2,36,60,5.9,43.5,37.3,17.3
28,31.2,20,21.2,36,360,6.1,58.9,39.4,17.7
29,31.2,20,21.2,36,600,5.8,71.4,41.7,16.8
30,31.5,20,21.2,36,660,5.5,73.3,41.8,16.4
31,32,19,21.2,36,600,5.2,74.1,41.8,16.1
